Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
12/23/1951,,"Tehran, Iran",Misrair,,,SNCASE Languedoc,SU-AHH,41,22,22,0,Crashed at Mehrabad airport during a third landing attempt.
12/29/1951,22:25,"Near Little Valley, New York",Continental Charters,44-2,Pittsburgh - Buffalo,Curtiss C-46A-50-CU,N3944C,30466,40,26,0,"Proceding at a low altitude to maintain reference with the ground, the plane drifted off course and crashed into a hill 15 miles east of the direct route. Flying VFR under IFR condtions. The captain's poor judgement in attempting a flight by visual reference during instrument weather conditions."
12/30/1951,22:07,"Near Fairbanks, Alaska",Transocean Air Lines,501,Umiat - Fairbanks,Curtiss C 46F-CU,N68963,22485,4,4,0,"The flight made an authorized left turn while outbound on the east leg of the Fairbanks radio range and subsequently struck Chena Dome, northeast of the station while on a westerly heading. The failure of the pilot to follow procedures and utilize properly the radio facilities for approach and letdown at Fairbanks with the result that the flight became lost."
12/30/1951,15:40,"Near Phoenix, Arizona",Military - U.S. Air Force,,New York - Williams AFB,Douglas C-47D,47-76266,,28,28,0,"Crashed into a mountainside at an altitude of 7,000 ft. while en route."
12/31/1951,,"Calcutta, India",Kalinga Airlines,,,Douglas C-47A,VT-COA,13859/25304,3,3,0,The cargo plane crashed on takeoff.
01/02/1952,,"Andapa, Madagascar",Air France,,,Junkers JU-52/3m,F-BAMQ,106,11,6,0,
01/10/1952,19:15,"Com Edno, Wales",Aer Lingus,,Northolt - Dublin,Douglas DC-3,EI-AFL,16699/33447,23,23,0,The aircraft lost control in severe turbulence and downdrafts and crashed in a soft peat bog 1 mile east of Llyn Gwynant.  The encountering of strong down-currents of air on the lee side of Snowdon which forced the aircraft down into an area of strong turbulence where control was lost.
01/19/1952,01:38,"Off Sandspit, BC, Canada",Northwest Orient Airlines,324,Tokyo - Elmendorf AFB,Douglas DC-4,N45342,27279,43,36,0,"The crew chose to divert to Sandpit after the No. 1 engine was shut down. The aircraft crashed into the PacifiOcean one mile offshore after overshooting the runway during the emergency landing. A nose gear retraction difficulty in connection with an icing condition or a power loss, which made the aircraft incapable of maintaining flight. Most of the fatalities were from exposure to the frigid water."
01/22/1952,15:43,"Elizabeth, New Jersey",American Airlines,6780,Buffalo - Newark,Convair CV-240-0,N94229,054,23,23,7,"The aircraft crashed into an apartment house during its approach, 3 miles short and right of the runway.  The plane crashed while level laterally but in a steep descending attitude.  Most likely cause was carburetor icing. Official cause unknown."
02/04/1952,,"Kikwit, Belgian Congo",Sabena,,,Douglas DC-3,OO-CBN,13450,15,15,0,In-flight failure of a propeller which damaged control cables causing loss of control of the aircraft. The control cables in the fuselage were sheared by the right propeller which broke loose following a shaft failure caused by the sudden stopping of the engine caused by fatigue failure of No. 6 piston lug.
02/07/1952,,"Kaneko, Japan",Military - U.S. Air Force,,,Boeing B-29,,,17,17,,Hit power lines and crashed into houses. Seventeen killed including civilians.
02/11/1952,00:20,"Elizabeth, New Jersey",National Airlines,101,,Douglas DC-6,N90891,43055/37,63,29,4,The aircraft crashed into an apartment complex shortly after taking off. The last message from the pilot was 'I've lost an engine and am returning to field.'   Reversal in flight of No. 3 propeller and subsequent feathering of No. 4 propeller at too low an altitude to effect a recovery.
01/07/1953,20:55,"Issaquah, Washington",Flying Tiger Line,841,San Francisco - Seattle,Douglas C-54B-10-DO,N86574,18350,7,7,0,The plane trees and high ground while on approach. The flight's deviation from the established approach procedure.
02/16/1952,17:34,"Near Burgio, Italy",Hunting Air Travel,,Nice - Malta,Vickers 614 Viking 1,G-AHPI,142,31,31,0,Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.
02/19/1952,,"Near Yaounde, Cameroon",STAAP,,,Consolidated  32 Liberator II,F-BEFX,12,9,9,0,
02/19/1952,02:23,"Nagpur, India",Deccan Airways,,,Douglas DC-3,VT-AXE,19160,16,3,0,"Banked left and struck trees 2,000 ft. short of the runway. Pilot error. The pilot misjudged the approach, undershot and hit the tops trees. A contributing factor was the setting of the pilot's altimeter to QNH, rather than the customary QFE during the final approach."
02/28/1952,,"Uberlandia,  Brazil",Panair do Brasil,,Rio de Janeiro - Guiana,Douglas DC-3A,PP-PCN,3284,8,8,0,The right wing struck trees after attempting a go-around. Pilot error.
03/03/1952,08:10,"Nice, France",Air France,,Nice - Paris,SNCASE Languedoc,F-BCUM,43,38,38,0,"After taking off, the plane was observed turning to the left until it turned on its back and crashed. Malfunction of ailerons. The gear chain of the co-pilot's control column slipped off the sprocket and jammed the aileron controls."
03/10/1952,,"Cebu, Philippines",Philippine Air Lines,,,Douglas C-47A-35-DL,PI-C5,9754,3,3,0,The cargo plane lost altitude and crashed into a house.
03/12/1952,,"Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,,Training,Boeing B-29 / Boeing B-29,,,15,15,,"While on a training mission and flying blind on instruments the planes collided. One plane struck the ground and disintegrated. The other glided down several miles away, exploded and burned. Both planes crashed on ranches several miles apart about 18 miles from San Antonio . Six killed on one plane and seven on the other."
03/22/1952,,"Near Gaspe, Quebec, Canada",Maritime Central Airways,,St. Johns - Goose Bay,Douglas C-47-DL,CF-BXZ,4695,4,4,0,The cargo plane disappeared en route. Found 5 months later.
03/22/1952,10:45,"Frankfurt, Germany",KLM Royal Dutch Airlines,,Rome - Frankfort,Douglas DC-6,PH-TPJ,43111/102,47,44,0,Crashed and burst into flames two miles short of the runway in rain and fog during the approach. Cause unknown. The aircraft was named 'Koningin Juliana.'
03/24/1952,03:10,"Gao, French West Africa",Société Aérienne de Tr. Tropicaux,,,Lockheed 18 Lodestar,F-ARTE,2005,21,17,0,Crashed after taking off. Pilot failed to maintain altitude after taking off for reasons unknown. May have been pilot fatigue.
03/26/1952,,"Moscow, Russia",Aeroflot,,,,,,70,70,0,The plane overshot the runway and collided with a military aircraft killing at least 70 people.
03/29/1952,,"Near San Felipe, Venezuela",TACA,,,Douglas DC-3,YV-C-AZU,,12,12,0,Crashed into the summit on Cerro Grande Mountain.
03/30/1952,,"Baguio, Philippines",Philippine Air Lines,,,Douglas DC-3,PI-C270,13808,29,10,0,Crashed during takeoff.
04/05/1952,08:25,"New York, New York",US Airlines,4-2,,Curtiss C-46F-1-CU,N1911M,22464,2,2,3,Violent engine surges and turbulence during a missed ILS approach caused the crew to loose control of the aircraft and crash at 171st St. and 89th Ave. in Queens. The no.1 engine fuel feed valve diaphragm  failed due to deterioration.
04/09/1952,08:07,"Mihara Volcano, Japan",Japan Air Lines,,Tokyo - Osaka,Martin 202,N93043,9164,37,37,0,"On an early morning flight, under instrument conditions, the crew flew the route segment from Tokyo to Oshima Island 1,000 ft. below the minimum instrument altitude.  At Oshima Island the aircraft crashed into the side of Mihara volcano."
04/10/1952,,"Agartala, India",Kalinga Airlines,,,Douglas C-47A,VT-DFN,13628,4,4,0,The cargo plane crashed while en route after losing an engine and attempting an emergency landing.
04/11/1952,12:20,"North of San Juan, Puerto Rico",Pan American World Airways,526A,San Juan - New York City,Douglas DC-4,N88899,10503,69,52,0,"After taking off from Isle Grande Airport the crew had engine problems.The aircraft then crashed into the AtlantiOcean. The ditching took place in turbulent seas. The tail broke off on impact and the aircraft stayed afloat for only 3 minutes and sank.  The company's inadequate maintenance in not changing the No. 3 engine which resulted in its failure immediately subsequent to takeoff and the persistent action of the captain in attempting to re-establish a climb, without using all available power, following the critical loss of power to another engine. This resulted in a nose-high attitude, progressive loss of air speed and the settling of the aircraft at too low an altitude to effect recovery. The aircraft was named Clipper Endeavor."
04/18/1952,03:34,"Near Whittier, California",North Continental Airlines (Robin Airlines),416W,"Kansas City, MO - Phoenix - Burbank",Curtiss C-46F-1CU,N8404C,22466,29,29,0,"The plane was on a flight from New York City to Burbank, California. Due to poor visibility and fog, the flight was diverted to Los Angeles Airport for an ILS approach. While on approach, the plane crashed into the Puente Hills and burned. The pilot voluntarily descended below the minimum altitude for which he was cleared and attempted an approach at too low an altitude to clear the terrain. The pilot in command was flying with a restricted medical certificate. An emergency suspension was placed on the airline and it was discovered the airline had allegations of more than 40 violations listed against it including charges of overweight planes, excessive flying time for crews and failure to use approved seats and safety belts."
12/15/1953,,Aviateca,Aviateca,,"Brownsville, TX - Guatemala City",Curtiss C-46D,TG-AQA,33589,2,2,0,"The cargo plane flew into a mountain at 8,000 ft."
04/29/1952,04:40,"Near Carolina, Brazil",Pan American World Airways,202,Rio de Janeiro - New York City,Boeing 377-10-26 Stratocruiser,N1039V,15939/12,50,50,0,"The flight crashed into the jungle about 887 nm NNW of Rio de Janerio. Separation of the propeller blade leading to separation of the No. 2 engine due to highly unbalance forces, leading to the distintegration of the aircraft. The aircraft was named 'Clipper Good Hope.'"
04/30/1952,,"Delhi,  India",Deccan Airways,,Madras - Delhi,Douglas DC-3,VT-AUN,13405,9,9,0,Lost an engine while on approach and crashed. Fuel starvation caused when the plane banked to make a turn and the tank being used had very little fuel in it.
05/05/1952,,"Near Skien, Norway",Fred Olsen Flyveselskap,,"Amsterdam, Netherlands - Jarsberg, Norway",Douglas C-47A,LN-NAD,12148,29,11,0,"Crashed on a mountain slope while en route. There were mainly whaling crews aboard, returning from the antarctic. Crew navigational error."
05/09/1952,,"Ipoh, Malaysia",Garuda Indonesia Airlines,,,Douglas DC-3,PK-DPA,42954,17,17,0,Crashed shortly after taking off.
05/13/1952,,"Sao Paulo, Brazil",VASP,,Sao Paulo - Bauru,Douglas DC-3,PP-SPM,16894/34151,22,5,0,Crashed while attempting to make an emergency landing after experiencing an engine failure. Failure of the port engine due to accessory drive failure. Failure of the starboard engine due to seizure as a result of deficient maintenance. Error on the part of the crew in lowering the landing gear in emergency conditions.
05/24/1952,,"Near Manaus, Brazil",Loide Aéreo Nacional,,,Curtiss C-46A,PP-LDE,446,6,6,0,"The cargo plane lost an engine while taking off, stalled and crashed. Failure of maintenance staff to remove the flying control locks.  Failure of one engine for reason undetermined."
05/26/1952,08:45,"Near Atar, Mauritania",British Overseas Airways,251,Tripoli - Kano,Handley Page HP-81 Hermes IV,G-ALDN,HP-81/15,18,1,0,"The crew became lost in the desert, ran out of fuel and made a forced landing.  Survivors had to be led by a rescue team 15 miles to an oasis before they could be evacuated.  The co-pilot died 5 days later from head injuries suffered in the accident. Navagational errors by the crew. Improper adjustment of the parameters of the  gyroscopicompass CL2 Gyrosyn by the navigator.  Absence of radio assistance and incorrect use of the compasses. Captain's decision  to use the gyroscopicompass in the place of the magneticompass which was inoperative. The aircraft was named 'Horus.'"
06/13/1952,11:29,BaltiSea,Swedish Air Force,,Radio surveillance mission,Douglas DC-3,79001,9001,8,8,0,"Shot down by  a Mig-15 Russian Air Force fighter over the BaltiSea in international waters while on a radio surveillance mission. Wreckage found 06/17/2003, recovered 03/19/2004."
06/24/1952,,"Lakenheath AFB, England",Military - U.S. Air Force,,,Boeing B-50,,,11,11,0,Crashed and burned between two farms.
06/25/1952,,"Off Northumberland, North Sea",Military - Royal Air Force,,,Avro Shackleton MR-1,VP261,,13,11,0,Crashed into the North Sea near Holy Island while participating in North AtlantiTreaty maneuvers
07/27/1952,11:46,"Off Rio de Janeiro, Brazil",Pan American World Airways,201,Rio de Janeiro - Buenos Aires,Boeing 377 Stratocruiser,N1030V,15939,27,1,0,A woman was suck out of the plane . The flight engineer's failure to recognize an unsafe condition of the cabin door despite three completely separate warnings of that condition and the captain's action in continuing flight while pressurized despite the several warnings that the main cabin door was not properly locked.
08/12/1952,,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,,Rio Verde - Goiania,Douglas DC-3,PP-ANH,20187,24,24,0,Exploded in midair. A bomb exploded aboard.
08/21/1952,01:00,"Off Trapani, Italy",Airwork,,Blackbushe - Malta - Khartoum,Handley Page HP-81 Hermes 4A,G-ALDF,HP-81/7,57,7,0,After failure of all four engines the plane ditched into the Mediterranean Sea. The initial failure of the No. 1 and 2 engines for reasons unknown.
08/26/1952,07:00,"Near Khewra, West Pakistan",Military - Pakistan Air Force,,Khewra - Peshawar,Bristol 170 Freighter,G783,,18,18,0,Crashed shortly after taking off from Khewra. Possible engine failure.
08/29/1952,21:05,"Kosti, Sudan",Phoenix Airlines,,Juba - Wadi Halfa,Douglas DC-2-115B,ZS-DFW,1322,4,2,0,Extremely bad weather forced the captain of the cargo plane to divert from his original destination. No proper preparation had been made for a possible landing at an alternate airfield prior to commencement of flight. The secondary cause was due to the Captain's attempt to execute a landing at Kosti aerodrome which was not equipped with night landing facilities. The Captain landed on the runway but was unable to align himself with the center line and in consequence ran off the runway and struck a steel windsock support and thereafter struck various obstructions such as trees which lay in the path.
